vehicle,time,event,px,py,pz,speed,desiredSpeed,maxSpeed,lane,pathId,intersectionId,distTravelled,pathLength,pathPct,decision,probability,motionState,signalState,maneuverState,isBlocked,isStuck,isInQueue,routeTrace
Car_7(Clone)_4862,0.50,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(0, 0, 340),,,,,,,,L:Lane_way e_2
Car_7(Clone)_4862,0.50,SPAWN,,,,,,,,,,,,,,,,,,,,,START
Car_7(Clone)_4862,0.50,STATE_SIGNAL,,,,,,,,Approaching,,,,,,,,,,,,,START
Car_7(Clone)_4862,0.61,FRAME,339.99,0.00,-1.75,0.01,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,0.73,FRAME,339.98,0.00,-1.75,0.08,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,0.85,FRAME,339.97,0.00,-1.75,0.20,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.02,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,0.87,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_7(Clone)_4862,0.97,FRAME,339.93,0.00,-1.75,0.38,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.06,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.01,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(-340, 0, 0),,,,,,,,L:Lane_way n_1
Car_7(Clone)_3775,1.01,SPAWN,,,,,,,,,,,,,,,,,,,,,START
Car_7(Clone)_3775,1.01,STATE_SIGNAL,,,,,,,,Approaching,,,,,,,,,,,,,START
Car_7(Clone)_4862,1.09,FRAME,339.87,0.00,-1.75,0.62,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.12,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.11,FRAME,5.25,0.00,339.99,0.03,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,1.21,FRAME,339.77,0.00,-1.75,0.93,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.22,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.23,FRAME,5.25,0.00,339.98,0.06,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,1.34,FRAME,339.64,0.00,-1.75,1.31,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.35,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.35,FRAME,5.25,0.00,339.97,0.15,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.02,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,1.46,FRAME,339.45,0.00,-1.75,1.74,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.54,316.79,0.002,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.46,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_7(Clone)_3775,1.48,FRAME,5.25,0.00,339.95,0.22,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.04,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,1.52,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(0, 0, 340),,,,,,,,L:Lane_way s_3
Jeep_2(Clone)_9985,1.52,SPAWN,,,,,,,,,,,,,,,,,,,,,START
Jeep_2(Clone)_9985,1.53,STATE_SIGNAL,,,,,,,,Approaching,,,,,,,,,,,,,START
Car_7(Clone)_4862,1.58,FRAME,339.20,0.00,-1.75,2.25,12.92,12.92,Lane_way e_2,Path_way e_2,way e,0.79,316.79,0.002,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.59,FRAME,5.25,0.00,339.91,0.40,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.08,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,1.64,FRAME,-1.75,0.01,-339.99,0.10,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,1.70,FRAME,338.90,0.00,-1.75,2.79,12.92,12.92,Lane_way e_2,Path_way e_2,way e,1.09,316.79,0.003,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.72,FRAME,5.25,0.00,339.85,0.63,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.14,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,1.75,FRAME,-1.75,0.02,-339.98,0.07,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,1.82,FRAME,338.52,0.00,-1.75,3.34,12.92,12.92,Lane_way e_2,Path_way e_2,way e,1.47,316.79,0.005,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,1.84,FRAME,5.25,0.00,339.75,0.93,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.24,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,1.88,FRAME,-1.75,0.01,-339.97,0.14,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.02,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,1.93,FRAME,338.08,0.00,-1.75,3.89,12.92,12.92,Lane_way e_2,Path_way e_2,way e,1.91,316.79,0.006,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,1.93,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_7(Clone)_3775,1.96,FRAME,5.25,0.00,339.61,1.30,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.38,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.00,FRAME,-1.75,0.01,-339.95,0.29,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.05,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.03,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(0, 0, 340),,,,,,,,L:Lane_way s_4
Car_9(Clone)_7049,2.03,SPAWN,,,,,,,,,,,,,,,,,,,,,START
Car_9(Clone)_7049,2.03,STATE_SIGNAL,,,,,,,,Approaching,,,,,,,,,,,,,START
Car_7(Clone)_4862,2.06,FRAME,337.58,0.00,-1.75,4.44,12.92,12.92,Lane_way e_2,Path_way e_2,way e,2.41,316.79,0.008,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.06,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Car_7(Clone)_3775,2.08,FRAME,5.25,0.00,339.43,1.72,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.56,316.79,0.002,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.08,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.10,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.10,FRAME,-1.75,0.01,-339.90,0.48,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.09,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.14,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Car_9(Clone)_7049,2.14,FRAME,-5.25,0.01,-339.99,0.16,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,2.18,FRAME,337.01,0.00,-1.75,4.98,12.92,12.92,Lane_way e_2,Path_way e_2,way e,2.98,316.79,0.009,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.18,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Car_7(Clone)_3775,2.20,FRAME,5.25,0.00,339.19,2.22,12.30,12.30,Lane_way n_1,Path_way n_1,way n,0.80,316.79,0.003,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.20,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.23,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.23,FRAME,-1.75,0.01,-339.82,0.73,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.17,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.25,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Car_9(Clone)_7049,2.25,FRAME,-5.25,0.02,-339.98,0.09,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,2.30,FRAME,336.37,0.00,-1.75,5.52,12.92,12.92,Lane_way e_2,Path_way e_2,way e,3.62,316.79,0.011,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.30,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Car_7(Clone)_3775,2.31,FRAME,5.25,0.00,338.88,2.76,12.30,12.30,Lane_way n_1,Path_way n_1,way n,1.11,316.79,0.003,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.31,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.36,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.36,FRAME,-1.75,0.01,-339.71,1.04,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.28,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.36,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_9(Clone)_7049,2.37,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Car_9(Clone)_7049,2.37,STATE_MOTION,,,,,,,,Idle,,,,,,,,,,,,,START
Car_9(Clone)_7049,2.37,FRAME,-5.25,0.02,-339.97,0.19,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.02,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.39,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_7(Clone)_4862,2.42,FRAME,335.67,0.00,-1.75,6.05,12.92,12.92,Lane_way e_2,Path_way e_2,way e,4.32,316.79,0.014,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.42,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Car_7(Clone)_3775,2.43,FRAME,5.25,0.00,338.52,3.31,12.30,12.30,Lane_way n_1,Path_way n_1,way n,1.47,316.79,0.005,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.43,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.48,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.48,FRAME,-1.75,0.01,-339.56,1.42,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.43,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.49,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Car_9(Clone)_7049,2.49,FRAME,-5.25,0.02,-339.93,0.37,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.06,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,2.54,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(340, 0, 0),,,,,,,,L:Lane_way w_4
Car_4(Clone)_1430,2.54,SPAWN,,,,,,,,,,,,,,,,,,,,,START
Car_7(Clone)_4862,2.54,FRAME,334.91,0.00,-1.75,6.57,12.92,12.92,Lane_way e_2,Path_way e_2,way e,5.08,316.79,0.016,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.54,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Car_4(Clone)_1430,2.54,STATE_SIGNAL,,,,,,,,Approaching,,,,,,,,,,,,,START
Car_7(Clone)_3775,2.55,FRAME,5.25,0.00,338.08,3.86,12.30,12.30,Lane_way n_1,Path_way n_1,way n,1.91,316.79,0.006,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.55,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.59,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,2.59,FRAME,-1.75,0.01,-339.36,1.85,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.63,316.79,0.002,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,2.59,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_9(Clone)_7049,2.62,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.5,,,,,,,,START
Car_9(Clone)_7049,2.62,FRAME,-5.25,0.02,-339.87,0.61,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.12,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,2.64,FRAME,-339.99,-0.02,5.25,0.23,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.00,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,2.65,FRAME,334.09,0.00,-1.75,7.08,12.92,12.92,Lane_way e_2,Path_way e_2,way e,5.90,316.79,0.019,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.65,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.6,,,,,,,,START
Car_7(Clone)_3775,2.67,FRAME,5.25,0.00,337.58,4.40,12.30,12.30,Lane_way n_1,Path_way n_1,way n,2.41,316.79,0.008,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.67,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.6,,,,,,,,START
Car_4(Clone)_1430,2.67,STATE_MOTION,,,,,,,,Idle,,,,,,,,,,,,,START
Jeep_2(Clone)_9985,2.72,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.6,,,,,,,,START
Jeep_2(Clone)_9985,2.72,FRAME,-1.75,0.01,-339.11,2.34,12.88,15.34,Lane_way s_3,Path_way s_3,way s,0.88,316.79,0.003,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.73,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.6,,,,,,,,START
Car_9(Clone)_7049,2.73,FRAME,-5.25,0.02,-339.77,0.92,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.22,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,2.75,FRAME,-339.98,-0.03,5.25,0.13,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,2.77,FRAME,333.20,0.00,-1.75,7.58,12.92,12.92,Lane_way e_2,Path_way e_2,way e,6.79,316.79,0.021,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.77,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.6,,,,,,,,START
Car_7(Clone)_3775,2.79,FRAME,5.25,0.00,337.01,4.94,12.30,12.30,Lane_way n_1,Path_way n_1,way n,2.98,316.79,0.009,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.79,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.6,,,,,,,,START
Jeep_2(Clone)_9985,2.84,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.6,,,,,,,,START
Jeep_2(Clone)_9985,2.84,FRAME,-1.75,0.01,-338.79,2.85,12.88,15.34,Lane_way s_3,Path_way s_3,way s,1.20,316.79,0.004,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.86,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.6,,,,,,,,START
Car_9(Clone)_7049,2.86,FRAME,-5.25,0.02,-339.64,1.29,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.35,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,2.88,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_4(Clone)_1430,2.88,FRAME,-339.96,-0.03,5.25,0.23,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.03,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,2.89,FRAME,332.26,0.00,-1.75,8.06,12.92,12.92,Lane_way e_2,Path_way e_2,way e,7.73,316.79,0.024,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,2.89,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.6,,,,,,,,START
Car_7(Clone)_3775,2.92,FRAME,5.25,0.00,336.38,5.48,12.30,12.30,Lane_way n_1,Path_way n_1,way n,3.61,316.79,0.011,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.92,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.6,,,,,,,,START
Jeep_2(Clone)_9985,2.95,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.7,,,,,,,,START
Jeep_2(Clone)_9985,2.95,FRAME,-1.75,0.01,-338.41,3.35,12.88,15.34,Lane_way s_3,Path_way s_3,way s,1.58,316.79,0.005,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,2.97,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.7,,,,,,,,START
Car_9(Clone)_7049,2.97,FRAME,-5.25,0.02,-339.45,1.73,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.54,316.79,0.002,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,3.00,FRAME,-339.93,-0.03,5.25,0.38,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.06,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,3.02,FRAME,331.26,0.00,-1.75,8.52,12.92,12.92,Lane_way e_2,Path_way e_2,way e,8.73,316.79,0.028,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,3.02,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.7,,,,,,,,START
Car_4(Clone)_8440,3.04,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(0, 0, -340),,,,,,,,L:Lane_way e_2
Car_4(Clone)_8440,3.04,SPAWN,,,,,,,,,,,,,,,,,,,,,START
Car_7(Clone)_3775,3.04,FRAME,5.25,0.00,335.69,6.00,12.30,12.30,Lane_way n_1,Path_way n_1,way n,4.30,316.79,0.014,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,3.04,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.7,,,,,,,,START
Car_4(Clone)_8440,3.04,STATE_SIGNAL,,,,,,,,Approaching,,,,,,,,,,,,,START
Jeep_2(Clone)_9985,3.08,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.7,,,,,,,,START
Jeep_2(Clone)_9985,3.08,FRAME,-1.75,0.01,-337.98,3.86,12.88,15.34,Lane_way s_3,Path_way s_3,way s,2.01,316.79,0.006,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,3.09,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.7,,,,,,,,START
Car_9(Clone)_7049,3.09,FRAME,-5.25,0.02,-339.21,2.23,11.00,11.00,Lane_way s_4,Path_way s_4,way s,0.78,316.79,0.002,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_8440,3.09,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_4(Clone)_1430,3.11,FRAME,-339.86,-0.03,5.25,0.61,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.13,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,3.14,FRAME,330.20,0.00,-1.75,8.96,12.92,12.92,Lane_way e_2,Path_way e_2,way e,9.79,316.79,0.031,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,3.14,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.8,,,,,,,,START
Car_4(Clone)_8440,3.14,FRAME,339.99,-0.02,-1.75,0.23,12.53,14.20,Lane_way e_2,Path_way e_2,way e,0.00,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,3.16,FRAME,5.25,0.00,334.93,6.52,12.30,12.30,Lane_way n_1,Path_way n_1,way n,5.06,316.79,0.016,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,3.16,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.8,,,,,,,,START
Car_4(Clone)_8440,3.17,STATE_MOTION,,,,,,,,Idle,,,,,,,,,,,,,START
Jeep_2(Clone)_9985,3.19,COLLISION_RISK,,,,,,,,Car_9(Clone)_7049,beside_right,,,,dist=3.8,,,,,,,,START
Jeep_2(Clone)_9985,3.19,FRAME,-1.75,0.01,-337.48,4.36,12.88,15.34,Lane_way s_3,Path_way s_3,way s,2.51,316.79,0.008,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,3.21,COLLISION_RISK,,,,,,,,Jeep_2(Clone)_9985,beside_left,,,,dist=3.8,,,,,,,,START
Car_9(Clone)_7049,3.21,FRAME,-5.25,0.02,-338.91,2.78,11.00,11.00,Lane_way s_4,Path_way s_4,way s,1.09,316.79,0.003,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,3.24,FRAME,-339.77,-0.03,5.25,0.91,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.22,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,3.25,FRAME,329.10,0.00,-1.75,9.38,12.92,12.92,Lane_way e_2,Path_way e_2,way e,10.89,316.79,0.034,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_8440,3.25,FRAME,339.98,-0.03,-1.75,0.08,11.79,14.20,Lane_way e_2,Path_way e_2,way e,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,3.27,FRAME,5.25,0.00,334.11,7.02,12.30,12.30,Lane_way n_1,Path_way n_1,way n,5.88,316.79,0.019,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,3.32,FRAME,-1.75,0.01,-336.92,4.86,12.88,15.34,Lane_way s_3,Path_way s_3,way s,3.07,316.79,0.010,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,3.34,FRAME,-5.25,0.02,-338.53,3.34,11.00,11.00,Lane_way s_4,Path_way s_4,way s,1.46,316.79,0.005,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,3.36,FRAME,-339.64,-0.03,5.25,1.27,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.35,316.79,0.001,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,3.37,FRAME,327.95,0.00,-1.75,9.78,12.92,12.92,Lane_way e_2,Path_way e_2,way e,12.04,316.79,0.038,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_8440,3.37,FRAME,339.98,-0.03,-1.75,0.07,11.35,14.20,Lane_way e_2,Path_way e_2,way e,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,3.39,FRAME,5.25,0.00,333.24,7.51,12.30,12.30,Lane_way n_1,Path_way n_1,way n,6.75,316.79,0.021,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Jeep_2(Clone)_9985,3.44,FRAME,-1.75,0.01,-336.30,5.35,12.88,15.34,Lane_way s_3,Path_way s_3,way s,3.69,316.79,0.012,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_7049,3.46,FRAME,-5.25,0.02,-338.09,3.90,11.00,11.00,Lane_way s_4,Path_way s_4,way s,1.90,316.79,0.006,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,3.48,FRAME,-339.45,-0.03,5.25,1.69,13.93,15.72,Lane_way w_4,Path_way w_4,way w,0.54,316.79,0.002,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,3.49,FRAME,326.75,0.00,-1.75,10.14,12.92,12.92,Lane_way e_2,Path_way e_2,way e,13.24,316.79,0.042,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_8440,3.49,FRAME,339.96,-0.03,-1.75,0.15,11.12,14.20,Lane_way e_2,Path_way e_2,way e,0.03,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,3.51,FRAME,5.25,0.00,332.30,7.98,12.30,12.30,Lane_way n_1,Path_way n_1,way n,7.69,316.79,0.024,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_5327,3.55,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(340, 0, 0),,,,,,,,L:Lane_way n_1
