vehicle,time,event,px,py,pz,speed,desiredSpeed,maxSpeed,lane,pathId,intersectionId,distTravelled,pathLength,pathPct,decision,probability,motionState,signalState,maneuverState,isBlocked,isStuck,isInQueue,routeTrace
Car_2(Clone)_9622,29.07,FRAME,82.15,0.02,-8.75,11.96,12.02,12.02,Lane_way e_0,Path_way e_0,way e,257.84,316.79,0.814,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_8(Clone)_1941,29.07,FRAME,46.74,0.02,-1.75,12.44,11.18,19.44,Lane_way e_2,Path_way e_2,way e,293.25,316.79,0.926,,,Braking,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way e_2
Taxi(Clone)_7712,29.07,FRAME,124.89,0.01,-8.75,12.72,12.78,12.93,Lane_way e_0,Path_way e_0,way e,215.10,316.79,0.679,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_8025,29.07,FRAME,219.66,-0.03,-8.75,8.49,8.51,8.51,Lane_way e_0,Path_way e_0,way e,120.33,316.79,0.380,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_3(Clone)_8018,29.07,FRAME,5.25,-0.01,264.28,9.42,9.45,9.45,Lane_way n_1,Path_way n_1,way n,75.71,316.79,0.239,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_2(Clone)_4302,29.07,FRAME,-1.75,0.02,-275.09,12.12,12.17,12.17,Lane_way s_3,Path_way s_3,way s,64.90,316.79,0.205,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4954,29.07,FRAME,5.20,0.00,306.16,13.56,14.16,16.37,Lane_way n_1,Path_way n_1,way n,33.83,316.79,0.107,,,Cruising,Approaching,LaneChangeLeft,0,0,0,START>LC:Lane_way n_1
Car_4(Clone)_7754,29.07,FRAME,3.25,-0.03,331.88,8.26,16.00,19.44,Lane_way n_2,Path_way n_2,way n,8.11,316.79,0.026,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way n_2
Car_6(Clone)_4473,29.07,FRAME,-5.25,0.03,-339.99,0.06,11.84,15.37,Lane_way s_4,Path_way s_4,way s,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_5327,29.10,FRAME,8.15,0.01,13.79,12.59,14.92,15.28,Arc_way n_2__way e_3,ArcPath_Arc_way n_2__way e_3,none,11.42,31.08,0.367,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way n_2>L:Arc_way n_2__way e_3
Car_7(Clone)_9820,29.10,STATE_MOTION,,,,,,,,Braking,,,,,,,,,,,,,START>LC:Lane_way s_4
Car_3(Clone)_1086,29.10,FRAME,-99.04,-0.01,5.25,13.29,13.35,14.66,Lane_way w_4,Path_way w_4,way w,240.95,316.79,0.761,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way w_4
Car_6(Clone)_8350,29.10,FRAME,-266.43,0.02,7.83,7.29,7.45,7.45,Lane_way w_5,Path_way w_5,way w,73.56,316.79,0.232,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way w_5
Car_9(Clone)_2269,29.10,FRAME,-8.75,0.01,-284.26,11.60,11.65,11.65,Lane_way s_5,Path_way s_5,way s,55.73,316.79,0.176,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_6859,29.10,FRAME,-5.25,0.01,-333.16,7.69,13.51,15.69,Lane_way s_4,Path_way s_4,way s,6.83,316.79,0.022,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,29.11,COLLISION_RISK,,,,,,,,Car_4(Clone)_8440,beside_left,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,29.11,FRAME,-5.25,0.01,-17.39,12.83,12.88,15.34,Arc_way s_4__way n_4,ArcPath_Arc_way s_4__way n_4,none,5.81,46.40,0.125,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way s_4>L:Arc_way s_4__way n_4
Car_4(Clone)_8440,29.11,COLLISION_RISK,,,,,,,,Car_7(Clone)_4862,beside_right,,,,dist=3.5,,,,,,,,START>LC:Lane_way e_1
Car_4(Clone)_8440,29.11,COLLISION_RISK,,,,,,,,Car_8(Clone)_1941,rear_right,,,,dist=15.4 closing=7.0,,,,,,,,START>LC:Lane_way e_1
Car_7(Clone)_9820,29.11,FRAME,-5.25,0.00,-36.79,12.99,15.58,19.44,Lane_way s_4,Path_way s_4,way s,303.20,316.79,0.957,,,Braking,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_4
Police_2(Clone)_7766,29.11,COLLISION_RISK,,,,,,,,MiniBus_Ambulance(Clone)_2333,rear_right,,,,dist=9.8 closing=2.3,,,,,,,,START
Police_2(Clone)_7766,29.11,FRAME,198.20,0.00,-5.25,9.95,9.99,9.99,Lane_way e_1,Path_way e_1,way e,141.79,316.79,0.448,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_2333,29.11,FRAME,207.38,0.00,-1.75,12.24,12.29,12.29,Lane_way e_2,Path_way e_2,way e,132.61,316.79,0.419,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way e_2
Police_2(Clone)_9688,29.11,FRAME,-5.25,0.00,-245.52,12.72,12.78,13.80,Lane_way s_4,Path_way s_4,way s,94.47,316.79,0.298,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_3172,29.11,FRAME,280.92,-0.01,-5.25,15.58,15.82,18.21,Lane_way e_1,Path_way e_1,way e,59.07,316.79,0.186,,,Cruising,Approaching,LaneChangeLeft,0,0,0,START>LC:Lane_way e_1
Car_9(Clone)_7049,29.14,FRAME,-8.75,0.01,-79.19,10.96,11.00,11.00,Lane_way s_5,Path_way s_5,way s,260.80,316.79,0.823,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_5
Car_1(Clone)_2187,29.14,FRAME,-339.99,-0.27,1.75,0.00,13.12,14.48,Lane_way w_3,Path_way w_3,way w,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_1(Clone)_4817,29.14,FRAME,8.75,-0.27,339.99,0.00,13.52,15.83,Lane_way n_0,Path_way n_0,way n,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_3623,29.14,FRAME,5.25,0.01,226.28,8.46,8.49,8.49,Lane_way n_1,Path_way n_1,way n,113.71,316.79,0.359,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_2(Clone)_4356,29.14,FRAME,-5.25,0.02,-175.88,15.85,15.95,16.98,Lane_way s_4,Path_way s_4,way s,164.11,316.79,0.518,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_4
MiniBus_Ambulance(Clone)_2928,29.14,FRAME,-1.75,0.00,-251.81,9.69,9.72,9.72,Lane_way s_3,Path_way s_3,way s,88.18,316.79,0.278,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_8646,29.14,FRAME,1.75,0.00,258.36,13.04,13.11,15.06,Lane_way n_2,Path_way n_2,way n,81.63,316.79,0.258,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_6149,29.14,FRAME,336.78,0.01,-5.25,5.29,13.80,15.61,Lane_way e_1,Path_way e_1,way e,3.21,316.79,0.010,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,29.15,FRAME,-11.94,-0.03,8.76,12.32,13.93,15.72,Arc_way w_5__way e_5,ArcPath_Arc_way w_5__way e_5,none,11.26,46.40,0.243,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way w_5>L:Arc_way w_5__way e_5
Car_7(Clone)_9820,29.15,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START>LC:Lane_way s_4
Car_9(Clone)_5828,29.15,FRAME,1.75,0.01,139.80,13.46,13.53,13.53,Lane_way n_2,Path_way n_2,way n,200.19,316.79,0.632,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_4009,29.15,FRAME,-214.01,-0.01,1.75,16.40,16.49,17.89,Lane_way w_3,Path_way w_3,way w,125.98,316.79,0.398,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way w_3
Car_7(Clone)_4862,29.18,COLLISION_RISK,,,,,,,,Car_4(Clone)_8440,beside_left,,,,dist=3.5,,,,,,,,START
Car_7(Clone)_4862,29.18,FRAME,30.86,0.00,-1.75,0.00,12.92,12.92,Lane_way e_2,Path_way e_2,way e,309.13,316.79,0.976,,,Stopped,WaitingRed,LaneKeeping,0,0,0,START
Car_4(Clone)_8440,29.18,COLLISION_RISK,,,,,,,,Car_7(Clone)_4862,beside_right,,,,dist=3.5,,,,,,,,START>LC:Lane_way e_1
Car_4(Clone)_8440,29.18,COLLISION_RISK,,,,,,,,Car_8(Clone)_1941,rear_right,,,,dist=15.0 closing=7.0,,,,,,,,START>LC:Lane_way e_1
Car_4(Clone)_8440,29.18,FRAME,30.96,-0.03,-5.25,4.77,13.54,14.20,Lane_way e_1,Path_way e_1,way e,309.03,316.79,0.976,,,Braking,WaitingRed,LaneKeeping,0,0,0,START>LC:Lane_way e_1
Car_4(Clone)_1552,29.18,FRAME,-31.16,-0.03,5.25,9.81,14.57,17.02,Lane_way w_4,Path_way w_4,way w,308.83,316.79,0.975,,,Braking,WaitingRed,LaneKeeping,0,0,0,START>LC:Lane_way w_4
Jeep_2(Clone)_5775,29.18,FRAME,-5.25,0.01,-68.13,14.26,14.33,15.64,Lane_way s_4,Path_way s_4,way s,271.86,316.79,0.858,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_4
Police_2(Clone)_7766,29.18,COLLISION_RISK,,,,,,,,MiniBus_Ambulance(Clone)_2333,rear_right,,,,dist=9.7 closing=2.3,,,,,,,,START
Car_2(Clone)_2008,29.18,FRAME,233.77,0.02,-8.06,10.17,12.33,12.33,Lane_way e_1,Path_way e_1,way e,106.22,316.79,0.335,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way e_1
Car_3(Clone)_8229,29.18,FRAME,-301.81,-0.01,5.25,11.51,11.62,11.62,Lane_way w_4,Path_way w_4,way w,38.18,316.79,0.121,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,29.19,LANE_DECISION,,,,,,,,Arc_way n_1__way w_1,way n,,,,graph_route→Node A,1.00,,,,,,,START
Car_7(Clone)_3775,29.19,INTERSECTION_REGISTERED,,,,,,,,ArcPath_Arc_way n_1__way w_1,(5, 0, 23),,,,turn=straight priority=2.20,2.20,,,,,,,START
Car_7(Clone)_3775,29.19,LANE_ADVANCE,,,,,,,,Arc_way n_1__way w_1,,,,,,,,,,,,,START
Car_7(Clone)_3775,29.19,STATE_SIGNAL,,,,,,,,Approaching,,,,,,,,,,,,,START>L:Arc_way n_1__way w_1
Car_7(Clone)_3775,29.19,FRAME,5.25,0.00,29.16,2.31,12.30,12.30,Arc_way n_1__way w_1,ArcPath_Arc_way n_1__way w_1,none,0.00,40.80,0.000,,,Braking,Approaching,LaneKeeping,0,0,0,START>L:Arc_way n_1__way w_1
Car_2(Clone)_9622,29.19,FRAME,80.71,0.02,-8.75,11.96,12.02,12.02,Lane_way e_0,Path_way e_0,way e,259.28,316.79,0.818,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_8(Clone)_1941,29.19,FRAME,45.30,0.02,-1.75,11.64,10.79,19.44,Lane_way e_2,Path_way e_2,way e,294.69,316.79,0.930,,,Braking,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way e_2
Taxi(Clone)_7712,29.19,FRAME,123.36,0.01,-8.75,12.72,12.78,12.93,Lane_way e_0,Path_way e_0,way e,216.63,316.79,0.684,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_8025,29.19,FRAME,218.64,-0.03,-8.75,8.49,8.51,8.51,Lane_way e_0,Path_way e_0,way e,121.35,316.79,0.383,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_3(Clone)_8018,29.19,FRAME,5.25,-0.01,263.15,9.42,9.45,9.45,Lane_way n_1,Path_way n_1,way n,76.84,316.79,0.243,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_2(Clone)_4302,29.19,FRAME,-1.75,0.02,-273.63,12.12,12.17,12.17,Lane_way s_3,Path_way s_3,way s,66.36,316.79,0.209,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4954,29.19,FRAME,5.21,0.00,304.53,13.64,14.16,16.37,Lane_way n_1,Path_way n_1,way n,35.46,316.79,0.112,,,Cruising,Approaching,LaneChangeLeft,0,0,0,START>LC:Lane_way n_1
Car_4(Clone)_7754,29.19,FRAME,3.04,-0.03,330.87,8.76,16.00,19.44,Lane_way n_2,Path_way n_2,way n,9.12,316.79,0.029,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way n_2
Car_6(Clone)_4473,29.19,FRAME,-5.25,0.02,-339.98,0.11,10.94,15.37,Lane_way s_4,Path_way s_4,way s,0.01,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,29.20,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START>L:Arc_way n_1__way w_1
Car_7(Clone)_3775,29.20,STATE_MANEUVER,,,,,,,,Turning,,,,,,,,,,,,,START>L:Arc_way n_1__way w_1
Taxi(Clone)_5327,29.20,FRAME,9.10,0.01,12.58,12.87,14.92,15.28,Arc_way n_2__way e_3,ArcPath_Arc_way n_2__way e_3,none,12.98,31.08,0.418,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way n_2>L:Arc_way n_2__way e_3
Car_3(Clone)_1086,29.20,FRAME,-97.44,-0.01,5.25,13.29,13.35,14.66,Lane_way w_4,Path_way w_4,way w,242.55,316.79,0.766,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way w_4
Car_6(Clone)_8350,29.20,FRAME,-265.56,0.02,7.96,7.33,7.45,7.45,Lane_way w_5,Path_way w_5,way w,74.43,316.79,0.235,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way w_5
Car_9(Clone)_2269,29.20,FRAME,-8.75,0.01,-282.87,11.60,11.65,11.65,Lane_way s_5,Path_way s_5,way s,57.12,316.79,0.180,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_6859,29.20,FRAME,-5.25,0.01,-332.20,8.19,13.51,15.69,Lane_way s_4,Path_way s_4,way s,7.79,316.79,0.025,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,29.23,COLLISION_RISK,,,,,,,,Car_4(Clone)_8440,beside_left,,,,dist=3.5,,,,,,,,START
Jeep_2(Clone)_9985,29.23,FRAME,-5.25,0.01,-15.85,12.83,12.88,15.34,Arc_way s_4__way n_4,ArcPath_Arc_way s_4__way n_4,none,7.35,46.40,0.158,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way s_4>L:Arc_way s_4__way n_4
Car_4(Clone)_8440,29.23,COLLISION_RISK,,,,,,,,Car_7(Clone)_4862,beside_right,,,,dist=3.5,,,,,,,,START>LC:Lane_way e_1
Car_4(Clone)_8440,29.23,COLLISION_RISK,,,,,,,,Car_8(Clone)_1941,rear_right,,,,dist=14.6 closing=7.0,,,,,,,,START>LC:Lane_way e_1
Car_7(Clone)_9820,29.23,FRAME,-5.25,0.00,-35.26,12.71,15.82,19.44,Lane_way s_4,Path_way s_4,way s,304.73,316.79,0.962,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_4
Police_2(Clone)_7766,29.23,COLLISION_RISK,,,,,,,,MiniBus_Ambulance(Clone)_2333,rear_right,,,,dist=9.6 closing=2.3,,,,,,,,START
Police_2(Clone)_7766,29.23,FRAME,197.00,0.00,-5.25,9.95,9.99,9.99,Lane_way e_1,Path_way e_1,way e,142.99,316.79,0.451,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_2333,29.23,FRAME,205.91,0.00,-1.75,12.24,12.29,12.29,Lane_way e_2,Path_way e_2,way e,134.08,316.79,0.423,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way e_2
Police_2(Clone)_9688,29.23,FRAME,-5.25,0.00,-243.99,12.72,12.78,13.80,Lane_way s_4,Path_way s_4,way s,96.00,316.79,0.303,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_3172,29.23,FRAME,279.05,-0.01,-5.25,15.60,15.82,18.21,Lane_way e_1,Path_way e_1,way e,60.94,316.79,0.192,,,Cruising,Approaching,LaneChangeLeft,0,0,0,START>LC:Lane_way e_1
Car_9(Clone)_7049,29.24,FRAME,-8.75,0.01,-77.87,10.96,11.00,11.00,Lane_way s_5,Path_way s_5,way s,262.12,316.79,0.827,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_5
Car_1(Clone)_2187,29.24,FRAME,-339.99,-0.27,1.75,0.00,13.12,14.48,Lane_way w_3,Path_way w_3,way w,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Car_1(Clone)_4817,29.24,FRAME,8.75,-0.27,339.99,0.00,13.52,15.83,Lane_way n_0,Path_way n_0,way n,0.00,316.79,0.000,,,Idle,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_3623,29.24,FRAME,5.25,0.01,225.27,8.46,8.49,8.49,Lane_way n_1,Path_way n_1,way n,114.72,316.79,0.362,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_2(Clone)_4356,29.24,FRAME,-5.25,0.02,-173.98,15.85,15.95,16.98,Lane_way s_4,Path_way s_4,way s,166.01,316.79,0.524,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_4
MiniBus_Ambulance(Clone)_2928,29.24,FRAME,-1.75,0.00,-250.65,9.69,9.72,9.72,Lane_way s_3,Path_way s_3,way s,89.34,316.79,0.282,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_8646,29.24,FRAME,1.75,0.00,256.79,13.04,13.11,15.06,Lane_way n_2,Path_way n_2,way n,83.20,316.79,0.263,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_6149,29.24,FRAME,336.11,0.01,-5.25,5.86,13.80,15.61,Lane_way e_1,Path_way e_1,way e,3.88,316.79,0.012,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_1430,29.27,FRAME,-10.45,-0.03,8.76,12.53,13.93,15.72,Arc_way w_5__way e_5,ArcPath_Arc_way w_5__way e_5,none,12.75,46.40,0.275,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way w_5>L:Arc_way w_5__way e_5
Car_9(Clone)_5828,29.27,FRAME,1.75,0.01,138.18,13.46,13.53,13.53,Lane_way n_2,Path_way n_2,way n,201.81,316.79,0.637,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_4009,29.27,FRAME,-212.04,-0.01,1.75,16.40,16.49,17.89,Lane_way w_3,Path_way w_3,way w,127.95,316.79,0.404,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way w_3
Car_7(Clone)_4862,29.29,COLLISION_RISK,,,,,,,,Car_4(Clone)_8440,beside_left,,,,dist=3.5,,,,,,,,START
Car_7(Clone)_4862,29.29,FRAME,30.86,0.00,-1.75,0.00,12.92,12.92,Lane_way e_2,Path_way e_2,way e,309.13,316.79,0.976,,,Stopped,WaitingRed,LaneKeeping,0,0,0,START
Car_4(Clone)_8440,29.29,COLLISION_RISK,,,,,,,,Car_7(Clone)_4862,beside_right,,,,dist=3.5,,,,,,,,START>LC:Lane_way e_1
Car_4(Clone)_8440,29.29,COLLISION_RISK,,,,,,,,Car_8(Clone)_1941,rear_right,,,,dist=14.2 closing=7.0,,,,,,,,START>LC:Lane_way e_1
Car_4(Clone)_8440,29.29,FRAME,30.44,-0.03,-5.25,4.01,13.54,14.20,Lane_way e_1,Path_way e_1,way e,309.55,316.79,0.977,,,Braking,WaitingRed,LaneKeeping,0,0,0,START>LC:Lane_way e_1
Car_4(Clone)_1552,29.29,FRAME,-30.03,-0.03,5.25,9.03,14.57,17.02,Lane_way w_4,Path_way w_4,way w,309.96,316.79,0.978,,,Braking,WaitingRed,LaneKeeping,0,0,0,START>LC:Lane_way w_4
Jeep_2(Clone)_5775,29.29,FRAME,-5.25,0.01,-66.42,14.26,14.33,15.64,Lane_way s_4,Path_way s_4,way s,273.57,316.79,0.864,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_4
Police_2(Clone)_7766,29.29,COLLISION_RISK,,,,,,,,MiniBus_Ambulance(Clone)_2333,rear_right,,,,dist=9.4 closing=2.3,,,,,,,,START
Car_2(Clone)_2008,29.29,FRAME,232.58,0.02,-7.68,10.48,12.33,12.33,Lane_way e_1,Path_way e_1,way e,107.41,316.79,0.339,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way e_1
MiniBus_Ambulance(Clone)_3172,29.29,STATE_MANEUVER,,,,,,,,LaneKeeping,,,,,,,,,,,,,START>LC:Lane_way e_1
Car_3(Clone)_8229,29.29,FRAME,-300.43,-0.01,5.25,11.52,11.62,11.62,Lane_way w_4,Path_way w_4,way w,39.56,316.79,0.125,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_3775,29.31,FRAME,5.22,0.00,28.92,2.17,12.30,12.30,Arc_way n_1__way w_1,ArcPath_Arc_way n_1__way w_1,none,0.00,40.80,0.000,,,Cruising,Approaching,Turning,0,0,0,START>L:Arc_way n_1__way w_1
Car_2(Clone)_9622,29.31,FRAME,79.28,0.02,-8.75,11.96,12.02,12.02,Lane_way e_0,Path_way e_0,way e,260.71,316.79,0.823,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_8(Clone)_1941,29.31,FRAME,43.96,0.02,-1.75,10.84,10.51,19.44,Lane_way e_2,Path_way e_2,way e,296.03,316.79,0.934,,,Braking,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way e_2
Taxi(Clone)_7712,29.31,FRAME,121.83,0.01,-8.75,12.72,12.78,12.93,Lane_way e_0,Path_way e_0,way e,218.16,316.79,0.689,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_4(Clone)_8025,29.31,FRAME,217.62,-0.03,-8.75,8.49,8.51,8.51,Lane_way e_0,Path_way e_0,way e,122.37,316.79,0.386,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_3(Clone)_8018,29.31,FRAME,5.25,-0.01,262.02,9.42,9.45,9.45,Lane_way n_1,Path_way n_1,way n,77.97,316.79,0.246,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_2(Clone)_4302,29.31,FRAME,-1.75,0.02,-272.18,12.12,12.17,12.17,Lane_way s_3,Path_way s_3,way s,67.81,316.79,0.214,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4954,29.31,FRAME,5.22,0.00,302.89,13.71,14.16,16.37,Lane_way n_1,Path_way n_1,way n,37.10,316.79,0.117,,,Cruising,Approaching,LaneChangeLeft,0,0,0,START>LC:Lane_way n_1
Car_4(Clone)_7754,29.31,FRAME,2.85,-0.03,329.80,9.26,16.00,19.44,Lane_way n_2,Path_way n_2,way n,10.19,316.79,0.032,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way n_2
Car_6(Clone)_4473,29.31,STATE_MOTION,,,,,,,,Cruising,,,,,,,,,,,,,START
Car_6(Clone)_4473,29.31,FRAME,-5.25,0.02,-339.96,0.23,10.40,15.37,Lane_way s_4,Path_way s_4,way s,0.03,316.79,0.000,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Taxi(Clone)_5327,29.33,FRAME,10.13,0.00,11.42,13.12,14.92,15.28,Arc_way n_2__way e_3,ArcPath_Arc_way n_2__way e_3,none,14.60,31.08,0.470,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way n_2>L:Arc_way n_2__way e_3
Car_3(Clone)_1086,29.33,FRAME,-95.85,-0.01,5.25,13.29,13.35,14.66,Lane_way w_4,Path_way w_4,way w,244.14,316.79,0.771,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way w_4
Car_6(Clone)_8350,29.33,FRAME,-264.69,0.02,8.07,7.36,7.45,7.45,Lane_way w_5,Path_way w_5,way w,75.30,316.79,0.238,,,Cruising,Approaching,LaneChangeRight,0,0,0,START>LC:Lane_way w_5
Car_9(Clone)_2269,29.33,FRAME,-8.75,0.01,-281.48,11.60,11.65,11.65,Lane_way s_5,Path_way s_5,way s,58.51,316.79,0.185,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_9(Clone)_6859,29.33,FRAME,-5.25,0.01,-331.18,8.67,13.51,15.69,Lane_way s_4,Path_way s_4,way s,8.81,316.79,0.028,,,Cruising,Approaching,LaneKeeping,0,0,0,START
Car_7(Clone)_4862,29.35,COLLISION_RISK,,,,,,,,Car_4(Clone)_8440,beside_left,,,,dist=3.6,,,,,,,,START
Jeep_2(Clone)_9985,29.35,FRAME,-5.25,0.01,-14.31,12.83,12.88,15.34,Arc_way s_4__way n_4,ArcPath_Arc_way s_4__way n_4,none,8.89,46.40,0.192,,,Cruising,Approaching,Turning,0,0,0,START>LC:Lane_way s_4>L:Arc_way s_4__way n_4
Car_4(Clone)_8440,29.35,COLLISION_RISK,,,,,,,,Car_7(Clone)_4862,beside_right,,,,dist=3.6,,,,,,,,START>LC:Lane_way e_1
Car_4(Clone)_8440,29.35,COLLISION_RISK,,,,,,,,Car_8(Clone)_1941,rear_right,,,,dist=13.8 closing=6.9,,,,,,,,START>LC:Lane_way e_1
Car_7(Clone)_9820,29.35,STATE_MOTION,,,,,,,,Braking,,,,,,,,,,,,,START>LC:Lane_way s_4
Car_7(Clone)_9820,29.35,FRAME,-5.25,0.00,-33.72,12.94,15.69,19.44,Lane_way s_4,Path_way s_4,way s,306.27,316.79,0.967,,,Braking,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_4
Police_2(Clone)_7766,29.35,COLLISION_RISK,,,,,,,,MiniBus_Ambulance(Clone)_2333,rear_right,,,,dist=9.3 closing=2.3,,,,,,,,START
Police_2(Clone)_7766,29.35,FRAME,195.81,0.00,-5.25,9.95,9.99,9.99,Lane_way e_1,Path_way e_1,way e,144.18,316.79,0.455,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_2333,29.35,FRAME,204.44,0.00,-1.75,12.24,12.29,12.29,Lane_way e_2,Path_way e_2,way e,135.55,316.79,0.428,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way e_2
Police_2(Clone)_9688,29.35,FRAME,-5.25,0.00,-242.47,12.72,12.78,13.80,Lane_way s_4,Path_way s_4,way s,97.52,316.79,0.308,,,Cruising,Approaching,LaneKeeping,0,0,0,START
MiniBus_Ambulance(Clone)_3172,29.35,FRAME,277.18,-0.01,-5.25,15.62,15.82,18.21,Lane_way e_1,Path_way e_1,way e,62.81,316.79,0.198,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way e_1
Jeep_2(Clone)_6846,29.37,DESTINATION_ASSIGNED,,,,,,,,Node A,End,,,,pos=(0, 0, -340),,,,,,,,L:Lane_way w_5
Jeep_2(Clone)_6846,29.37,SPAWN,,,,,,,,,,,,,,,,,,,,,START
Car_9(Clone)_7049,29.37,FRAME,-8.75,0.01,-76.56,10.96,11.00,11.00,Lane_way s_5,Path_way s_5,way s,263.43,316.79,0.832,,,Cruising,Approaching,LaneKeeping,0,0,0,START>LC:Lane_way s_5
